id_pedido,data_pedido,hora_pedido,cpf_cliente,telefone,segmento,produto,canal_venda,regiao,campanha,status_pedido,valor_plano,valor_fraude_estimado,qtd_sms_mes,media_historica_sms,variacao_sms_pct,uso_dados_gb,qtd_chargeback,score_credito,score_fraude,flag_fraude,tipo_fraude,em_blacklist,historico_fraudes_anteriores,regra_disparada,analista_responsavel,status_tratativa,data_fechamento,custo_operacional,mes_referencia,flag_novo_cliente,dias_desde_ativacao,qtd_linhas_ativas
PD-1003002,2026-03-07,23:19:08,185.106.794-97,(61) 996330138,Claro Residencial,Fibra 500MB,TELEVENDAS B2C,PE,REC-100 - FPD,APROVADO,49.9,0.0,19,6.7,183.6,16.25,0,868,0.288,0,,0,0,,Juliana S.,,,0.0,2026-03,1,892,8
PD-1003003,2025-12-08,23:19:08,321.119.787-18,(11) 993332271,Claro Empresas,Plano Família,RETENÇÃO,MG,,BLOQUEADO,79.9,494.5,1,13.5,-92.6,2.83,4,803,0.956,1,Chargeback,0,0,CTR-61,,Aberta,2025-12-18,62.25,2025-12,0,1188,1
PD-1003004,2025-06-10,23:19:08,671.883.977-45,(81) 993788807,Claro Empresas,Pós-Pago,APP,SP-Interior,CAMP-VIP,APROVADO,79.9,0.0,18,12.9,39.5,1.43,0,635,0.108,0,,0,0,,,,,0.0,2025-06,1,1776,8
PD-1003005,2025-05-21,23:19:08,762.126.796-92,(81) 998546564,Claro Residencial,Controle,TELEVENDAS B2C,BA,REC-200 - Automático,BLOQUEADO,199.9,862.83,14,4.4,218.2,15.43,0,782,0.975,1,Fraude de Subscrição,0,0,CTR-28,Pedro R.,Aberta,,28.23,2025-05,0,1630,8
PD-1003006,2025-09-26,23:19:08,869.507.321-46,(51) 994562422,Claro Móvel,CNPJ Avançado,RETENÇÃO,DF,,APROVADO,299.9,0.0,7,2.0,250.0,4.76,0,602,0.222,0,,0,0,,Carlos M.,,,0.0,2025-09,1,1455,2
PD-1003007,2025-10-17,23:19:08,493.874.302-71,(71) 994141290,Claro TV,Fibra 200MB,APP,CE,REC-100 - FPD,CANCELADO,29.9,0.0,6,12.3,-51.2,4.29,0,668,0.202,0,,0,0,,Pedro R.,,,0.0,2025-10,1,649,1
PD-1003008,2026-01-27,23:19:08,997.700.886-00,(85) 994609384,Claro Móvel,TV HD,RETENÇÃO,CE,,APROVADO,149.9,0.0,14,1.3,976.9,11.72,0,646,0.183,0,,0,0,,Carlos M.,,,0.0,2026-01,0,820,3
PD-1003009,2025-09-07,23:19:08,612.075.011-02,(51) 999363099,Claro Móvel,Pós-Pago,RETENÇÃO,SP-Interior,,BLOQUEADO,29.9,0.0,2,4.9,-59.2,9.83,0,794,0.123,0,,0,0,,Ana L.,,,0.0,2025-09,0,1610,4
PD-1003010,2025-04-03,23:19:08,343.240.642-42,(62) 995293899,Claro TV,CNPJ Básico,LOJA FÍSICA,BA,PROMO-500 - Móvel,APROVADO,199.9,0.0,20,7.1,181.7,1.36,0,615,0.168,0,,0,0,,Ana L.,,,0.0,2025-04,0,1183,4
PD-1003011,2025-05-13,23:19:08,637.454.990-45,(41) 991042273,Claro Residencial,CNPJ Avançado,LOJA FÍSICA,SP-Interior,,BLOQUEADO,29.9,66.06,8,8.5,-5.9,155.95,0,278,0.697,1,Fraude de Alto Uso (Dados),1,3,CTR-61,Pedro R.,Fechada,2025-05-26,125.58,2025-05,0,441,8
PD-1003012,2025-07-28,23:19:08,648.236.629-94,(71) 999192860,Claro TV,Controle,APP,SP-Capital,CAMP-VIP,CANCELADO,29.9,0.0,16,2.7,492.6,7.14,0,655,0.216,0,,0,0,,Pedro R.,,,0.0,2025-07,1,500,2
PD-1003013,2025-05-16,23:19:08,013.480.873-54,(41) 998000834,NET,Fibra 500MB,LOJA FÍSICA,CE,,CANCELADO,199.9,0.0,17,2.9,486.2,1.45,0,877,0.106,0,,0,0,,Juliana S.,,,0.0,2025-05,0,1025,7
PD-1003014,2025-11-10,23:19:08,778.528.922-68,(11) 992083077,Claro Residencial,Fibra 500MB,E-COMMERCE,CE,REC-100 - FPD,CANCELADO,99.9,0.0,6,14.9,-59.7,4.61,0,578,0.314,0,,0,0,,Juliana S.,,,0.0,2025-11,0,381,3
PD-1003015,2025-09-06,23:19:08,401.965.569-81,(71) 999673542,Claro Residencial,TV Plus,LOJA FÍSICA,MG,,CANCELADO,199.9,0.0,3,9.0,-66.7,4.93,0,630,0.065,0,,0,0,,Pedro R.,,,0.0,2025-09,0,1721,4
PD-1003016,2025-10-05,23:19:08,099.693.084-88,(81) 992493647,NET,Pós-Pago,E-COMMERCE,PR,,CANCELADO,29.9,250.91,6,11.7,-48.7,75.97,0,700,0.688,1,Fraude de Alto Uso (Dados),0,0,CTR-12,Ana L.,Aberta,,153.61,2025-10,0,804,3
PD-1003017,2025-06-26,23:19:08,629.344.973-47,(21) 996032783,NET,Fibra 200MB,APP,BA,PROMO-500 - Móvel,APROVADO,299.9,0.0,15,5.1,194.1,1.39,0,693,0.177,0,,0,0,,Ana L.,,,0.0,2025-06,0,525,3
PD-1003018,2025-10-16,23:19:08,870.593.252-50,(11) 992478196,Claro Empresas,Pós-Pago,APP,DF,,APROVADO,149.9,0.0,11,12.0,-8.3,16.53,0,860,0.268,0,,0,0,,Carlos M.,,,0.0,2025-10,0,542,1
PD-1003019,2025-09-06,23:19:08,658.833.987-41,(21) 994079175,Claro TV,CNPJ Avançado,RETENÇÃO,RJ,,CANCELADO,299.9,0.0,19,1.8,955.6,3.79,0,666,0.293,0,,0,0,,Carlos M.,,,0.0,2025-09,0,1779,8
PD-1003020,2025-04-01,23:19:08,431.027.868-14,(51) 997487220,NET,Fibra 200MB,APP,MG,REC-200 - Automático,APROVADO,29.9,0.0,0,2.3,-100.0,1.25,0,813,0.198,0,,0,0,,Carlos M.,,,0.0,2025-04,0,885,8
PD-1003021,2025-09-04,23:19:08,709.081.441-52,(62) 998698799,Claro Residencial,Pós-Pago,RETENÇÃO,RJ,,APROVADO,149.9,1749.19,5,11.3,-55.8,12.89,0,551,0.922,0,,0,0,CTR-42,Juliana S.,Fechada,2025-09-21,199.24,2025-09,0,200,6
PD-1003022,2026-02-08,23:19:08,774.025.883-58,(71) 998607469,Claro Residencial,Combo Família,APP,SP-Interior,REC-100 - FPD,PENDENTE,49.9,0.0,11,10.5,4.8,18.91,0,589,0.177,0,,0,0,,Juliana S.,,,0.0,2026-02,0,298,3
PD-1003023,2025-06-16,23:19:08,844.431.069-87,(31) 990914439,Claro Móvel,Plano Família,RETENÇÃO,PR,REC-200 - Automático,PENDENTE,79.9,0.0,0,5.2,-100.0,1.21,0,501,0.281,0,,0,0,,,,,0.0,2025-06,1,591,3
PD-1003024,2025-08-08,23:19:08,640.909.743-95,(41) 993189885,Claro Móvel,TV HD,APP,DF,,APROVADO,499.9,889.07,16,1.2,1233.3,6.54,0,628,0.762,0,,0,0,CTR-12,,Aberta,2025-08-19,30.92,2025-08,0,105,4
PD-1003025,2025-07-23,23:19:08,847.951.371-16,(31) 994838090,Claro Móvel,Plano Família,APP,SP-Interior,CAMP-VIP,APROVADO,29.9,253.45,11,3.1,254.8,14.26,0,555,0.901,1,Fraude de Cancelamento,0,0,CTR-42,Juliana S.,Em andamento,,105.54,2025-07,0,1090,3
PD-1003026,2025-07-23,23:19:08,741.865.205-75,(71) 993586632,Claro Móvel,Pós-Pago,RETENÇÃO,DF,,APROVADO,99.9,0.0,6,12.1,-50.4,1.65,0,786,0.181,0,,0,0,,Pedro R.,,,0.0,2025-07,1,433,5
PD-1003027,2025-09-23,23:19:08,317.810.801-32,(71) 998147706,Claro TV,TV HD,LOJA FÍSICA,PE,,APROVADO,79.9,0.0,12,4.1,192.7,12.82,0,609,0.123,0,,0,0,,Carlos M.,,,0.0,2025-09,0,1122,2
PD-1003028,2025-12-10,23:19:08,968.845.783-17,(51) 996136825,Claro Móvel,Combo Família,E-COMMERCE,BA,,APROVADO,49.9,0.0,2,10.8,-81.5,9.9,0,633,0.202,0,,0,0,,Ana L.,,,0.0,2025-12,0,949,2
PD-1003029,2026-01-22,23:19:08,546.553.585-12,(61) 994142216,Claro TV,Fibra 1GB,RETENÇÃO,CE,,APROVADO,49.9,0.0,17,6.6,157.6,9.31,0,796,0.335,0,,0,0,,Juliana S.,,,0.0,2026-01,0,1519,5
PD-1003030,2025-09-01,23:19:08,280.156.193-18,(41) 998159855,Claro Móvel,Fibra 500MB,RETENÇÃO,RS,,APROVADO,79.9,0.0,15,5.7,163.2,17.96,0,674,0.107,0,,0,0,,Ana L.,,,0.0,2025-09,1,1104,2
PD-1003031,2025-04-02,23:19:08,205.464.754-89,(61) 995169762,Claro Móvel,Pré-Pago,APP,PE,REC-100 - FPD,APROVADO,99.9,0.0,8,5.4,48.1,13.68,0,761,0.13,0,,0,0,,Juliana S.,,,0.0,2025-04,1,1475,5
PD-1003032,2025-05-07,23:19:08,703.211.920-61,(41) 997078300,Claro Residencial,Pós-Pago,E-COMMERCE,MG,,CANCELADO,199.9,1149.39,9,11.2,-19.6,2.05,0,762,0.699,1,Fraude de Identidade,0,0,CTR-12,Ana L.,Aberta,2025-06-03,43.53,2025-05,0,314,5
PD-1003033,2025-06-28,23:19:08,995.376.601-44,(51) 998519865,Claro Empresas,Combo Família,TELEVENDAS B2C,PR,REC-200 - Automático,APROVADO,29.9,0.0,14,10.2,37.3,1.62,0,714,0.086,0,,0,0,,,,,0.0,2025-06,0,1681,2
PD-1003034,2025-06-08,23:19:08,279.371.452-11,(21) 997539654,Claro Residencial,TV HD,RETENÇÃO,PR,REC-100 - FPD,BLOQUEADO,499.9,4310.59,4,2.2,81.8,7.6,0,543,0.737,1,Fraude Corporativa,0,0,CTR-53,Pedro R.,Em andamento,,189.66,2025-06,0,351,8
PD-1003035,2025-12-02,23:19:08,557.998.028-41,(41) 990495854,Claro Móvel,Plano Família,LOJA FÍSICA,CE,,APROVADO,49.9,0.0,14,11.2,25.0,17.23,0,511,0.02,0,,0,0,,Pedro R.,,,0.0,2025-12,1,824,3
PD-1003036,2026-02-23,23:19:08,851.553.334-26,(51) 993908736,Claro TV,TV Plus,E-COMMERCE,MG,,APROVADO,199.9,0.0,15,13.2,13.6,14.77,0,895,0.074,0,,0,0,,Pedro R.,,,0.0,2026-02,1,1042,5
PD-1003037,2026-01-01,23:19:08,951.542.144-77,(41) 992840731,Claro TV,Pós-Pago,APP,RS,REC-100 - FPD,PENDENTE,79.9,475.86,487,12.5,3796.0,1.13,0,632,0.816,1,Fraude de Alto Uso (SMS),0,0,CTR-74,Carlos M.,Em andamento,,32.72,2026-01,1,283,2
PD-1003038,2025-05-19,23:19:08,838.065.787-59,(85) 995395626,Claro Móvel,TV HD,E-COMMERCE,BA,REC-100 - FPD,APROVADO,499.9,0.0,15,10.2,47.1,11.34,0,638,0.108,0,,0,0,,Pedro R.,,,0.0,2025-05,1,1486,8
PD-1003039,2025-05-30,23:19:08,101.226.916-69,(81) 998877065,Claro Móvel,TV HD,TELEVENDAS B2C,RS,,BLOQUEADO,99.9,0.0,1,6.8,-85.3,12.94,0,783,0.174,0,,0,0,,,,,0.0,2025-05,0,134,1
PD-1003040,2025-11-26,23:19:08,451.017.397-39,(71) 994458615,Claro Móvel,Combo Família,RETENÇÃO,SP-Interior,REC-100 - FPD,APROVADO,49.9,0.0,15,14.3,4.9,17.51,0,899,0.179,0,,0,0,,Juliana S.,,,0.0,2025-11,0,693,5
PD-1003041,2025-08-09,23:19:08,011.845.826-03,(51) 990774541,Claro Residencial,Fibra 200MB,LOJA FÍSICA,CE,,CANCELADO,199.9,688.38,16,5.1,213.7,10.71,0,900,0.899,1,Clonagem de SIM,0,0,CTR-61,Pedro R.,Fechada,2025-08-23,72.68,2025-08,1,852,7
PD-1003042,2025-07-25,23:19:08,231.164.913-34,(31) 995051756,Claro Móvel,Fibra 500MB,LOJA FÍSICA,PR,,APROVADO,79.9,157.79,14,14.9,-6.0,16.77,0,863,0.681,1,Clonagem de SIM,0,0,CTR-12,,,,14.54,2025-07,0,440,5
PD-1003043,2025-12-20,23:19:08,688.029.424-09,(11) 993190874,Claro TV,Fibra 1GB,APP,BA,PROMO-500 - Móvel,CANCELADO,79.9,461.61,9,14.6,-38.4,7.98,0,375,0.672,1,Conta Mula,1,3,CTR-28,Ana L.,Fechada,,110.8,2025-12,0,972,1
PD-1003044,2025-09-11,23:19:08,172.788.957-98,(71) 999191766,Claro Residencial,Fibra 500MB,E-COMMERCE,PE,,APROVADO,199.9,0.0,15,12.9,16.3,18.5,0,581,0.144,0,,0,0,,Carlos M.,,,0.0,2025-09,0,202,2
PD-1003045,2025-03-31,23:19:08,972.466.572-93,(51) 991446060,Claro Empresas,Fibra 200MB,APP,PE,CAMP-VIP,APROVADO,499.9,0.0,3,12.0,-75.0,7.59,0,566,0.063,0,,0,0,,Ana L.,,,0.0,2025-03,0,932,4
PD-1003046,2026-03-24,23:19:08,363.212.347-64,(62) 990938272,Claro Residencial,Controle,E-COMMERCE,PE,REC-200 - Automático,APROVADO,299.9,0.0,20,12.0,66.7,13.84,0,773,0.048,0,,0,0,,,,,0.0,2026-03,0,1635,8
PD-1003047,2025-12-27,23:19:08,692.548.121-47,(85) 995898448,Claro Móvel,Pré-Pago,TELEVENDAS B2C,MG,,APROVADO,199.9,1513.69,10,9.8,2.0,17.42,0,798,0.704,1,Fraude de Identidade,0,0,CTR-61,,Fechada,2026-01-11,64.8,2025-12,0,806,2
PD-1003048,2025-09-09,23:19:08,844.683.414-65,(21) 991333367,Claro TV,Fibra 1GB,E-COMMERCE,SP-Interior,,APROVADO,199.9,2203.7,1,5.4,-81.5,16.09,0,873,0.796,0,,0,0,CTR-30,Ana L.,Fechada,,70.88,2025-09,0,806,6
PD-1003049,2026-01-23,23:19:08,374.767.753-72,(71) 990861447,Claro Empresas,Plano Família,TELEVENDAS B2C,MG,,BLOQUEADO,199.9,622.66,14,8.7,60.9,18.59,0,363,0.812,1,Fraude de Identidade,1,1,CTR-53,,Fechada,2026-02-16,173.81,2026-01,0,952,3
PD-1003050,2026-02-03,23:19:08,850.116.880-92,(61) 996213813,NET,Pré-Pago,APP,SP-Capital,CAMP-VIP,BLOQUEADO,149.9,1459.09,1,14.9,-93.3,94.55,0,573,0.819,1,Fraude de Alto Uso (Dados),0,0,CTR-53,,Aberta,,54.83,2026-02,1,1076,6
PD-1003051,2025-09-17,23:19:08,848.197.374-18,(62) 997623020,Claro Residencial,Fibra 200MB,LOJA FÍSICA,RJ,,CANCELADO,49.9,110.76,483,14.6,3208.2,0.17,0,536,0.783,1,Fraude de Alto Uso (SMS),0,0,CTR-74,,Fechada,2025-10-05,188.55,2025-09,0,172,2
PD-1003052,2025-05-22,23:19:08,580.043.973-59,(85) 993296204,Claro TV,Combo Família,LOJA FÍSICA,MG,,BLOQUEADO,499.9,0.0,7,11.5,-39.1,11.68,0,650,0.094,0,,0,0,,Pedro R.,,,0.0,2025-05,1,861,1
PD-1003053,2025-11-20,23:19:08,410.564.814-91,(81) 997636951,NET,Controle,RETENÇÃO,CE,REC-200 - Automático,APROVADO,499.9,0.0,10,13.7,-27.0,18.81,0,684,0.028,0,,0,0,,Juliana S.,,,0.0,2025-11,1,1571,7
PD-1003054,2025-04-27,23:19:08,322.889.857-25,(51) 996045105,Claro TV,CNPJ Básico,TELEVENDAS B2C,DF,,APROVADO,29.9,0.0,18,10.8,66.7,8.24,0,720,0.156,0,,0,0,,Ana L.,,,0.0,2025-04,1,83,3
PD-1003055,2025-11-23,23:19:08,061.558.108-35,(85) 993329267,Claro Móvel,Pré-Pago,LOJA FÍSICA,RJ,,CANCELADO,299.9,0.0,8,12.2,-34.4,1.21,0,774,0.295,0,,0,0,,Ana L.,,,0.0,2025-11,0,56,8
PD-1003056,2025-09-10,23:19:08,646.528.092-42,(85) 998268480,Claro TV,Fibra 1GB,E-COMMERCE,PR,CAMP-VIP,CANCELADO,499.9,4837.73,8,13.0,-38.5,2.13,0,739,0.848,1,Conta Mula,0,0,CTR-30,Pedro R.,Em andamento,2025-09-21,193.92,2025-09,1,519,7
PD-1003057,2025-09-05,23:19:08,682.394.840-02,(81) 993753645,Claro TV,Fibra 1GB,APP,SP-Capital,,APROVADO,299.9,1497.69,10,6.9,44.9,141.86,0,503,0.71,1,Fraude de Alto Uso (Dados),0,0,CTR-61,Pedro R.,Fechada,,35.28,2025-09,0,970,5
PD-1003058,2025-07-14,23:19:08,411.739.348-35,(71) 994955170,Claro Residencial,Fibra 200MB,E-COMMERCE,RJ,,APROVADO,499.9,0.0,7,13.9,-49.6,6.46,0,520,0.062,0,,0,0,,Ana L.,,,0.0,2025-07,0,1256,7
PD-1003059,2025-10-03,23:19:08,434.369.709-31,(81) 990367073,NET,Fibra 500MB,TELEVENDAS B2C,BA,,APROVADO,149.9,0.0,20,3.6,455.6,12.57,0,792,0.032,0,,0,0,,Ana L.,,,0.0,2025-10,1,992,7
PD-1003060,2025-05-10,23:19:08,702.440.330-41,(71) 996723485,NET,Plano Família,APP,RJ,PROMO-500 - Móvel,APROVADO,79.9,0.0,3,11.8,-74.6,9.71,0,879,0.188,0,,0,0,,Juliana S.,,,0.0,2025-05,0,243,6
PD-1003061,2025-06-25,23:19:08,506.138.782-93,(21) 990618704,Claro TV,Fibra 1GB,E-COMMERCE,RJ,REC-200 - Automático,APROVADO,29.9,0.0,19,9.8,93.9,10.76,0,750,0.301,0,,0,0,,Carlos M.,,,0.0,2025-06,0,5,4
PD-1003062,2025-04-22,23:19:08,836.085.456-67,(71) 996688732,Claro Móvel,CNPJ Avançado,RETENÇÃO,RS,,APROVADO,29.9,0.0,18,4.0,350.0,15.58,0,527,0.263,0,,0,0,,Juliana S.,,,0.0,2025-04,1,420,3
PD-1003063,2025-11-14,23:19:08,217.459.615-86,(61) 998186400,Claro TV,Pós-Pago,E-COMMERCE,CE,PROMO-500 - Móvel,APROVADO,49.9,56.48,10,9.3,7.5,19.63,0,518,0.913,1,Fraude Corporativa,0,0,CTR-12,Carlos M.,,2025-11-20,116.24,2025-11,0,1409,6
PD-1003064,2025-07-11,23:19:08,567.566.184-43,(85) 996606405,Claro Móvel,Pré-Pago,LOJA FÍSICA,SP-Interior,CAMP-VIP,APROVADO,149.9,0.0,0,13.1,-100.0,14.3,0,567,0.176,0,,0,0,,,,,0.0,2025-07,1,584,2
PD-1003065,2026-01-18,23:19:08,116.868.548-70,(62) 999857890,Claro TV,TV Plus,RETENÇÃO,CE,,APROVADO,299.9,0.0,13,13.3,-2.3,18.0,0,900,0.296,0,,0,0,,Pedro R.,,,0.0,2026-01,1,1654,2
PD-1003066,2025-04-13,23:19:08,401.929.275-24,(41) 998135582,Claro Móvel,Fibra 500MB,RETENÇÃO,RJ,,CANCELADO,79.9,279.2,5,8.9,-43.8,9.59,0,770,0.777,0,,0,0,CTR-12,Juliana S.,Em andamento,,120.19,2025-04,0,1505,2
PD-1003067,2025-09-12,23:19:08,509.025.425-73,(11) 996565123,Claro TV,TV Plus,E-COMMERCE,BA,REC-200 - Automático,CANCELADO,79.9,665.31,3,13.6,-77.9,101.61,0,578,0.871,1,Fraude de Alto Uso (Dados),0,0,CTR-61,Ana L.,Fechada,,186.18,2025-09,0,1605,8
PD-1003068,2025-10-14,23:19:08,195.256.904-09,(85) 993185283,Claro Empresas,TV HD,APP,BA,,PENDENTE,499.9,798.22,11,2.0,450.0,7.73,0,716,0.679,1,Conta Mula,0,0,CTR-61,,,,123.9,2025-10,0,1111,1
PD-1003069,2025-12-04,23:19:08,618.298.036-57,(81) 994427291,Claro Empresas,CNPJ Básico,LOJA FÍSICA,RS,PROMO-500 - Móvel,APROVADO,99.9,578.33,15,12.0,25.0,12.73,0,805,0.985,1,Fraude Corporativa,0,0,CTR-74,Juliana S.,Em andamento,2025-12-06,49.13,2025-12,0,249,1
PD-1003070,2025-12-27,23:19:08,004.090.138-06,(62) 998725395,Claro Móvel,Pós-Pago,LOJA FÍSICA,RS,CAMP-VIP,APROVADO,99.9,0.0,2,8.5,-76.5,5.61,0,748,0.19,0,,0,0,,Ana L.,,,0.0,2025-12,0,1352,5
PD-1003071,2025-06-03,23:19:08,505.871.469-21,(85) 992922838,Claro Residencial,Fibra 500MB,TELEVENDAS B2C,SP-Interior,PROMO-500 - Móvel,APROVADO,149.9,0.0,15,2.6,476.9,15.21,0,792,0.216,0,,0,0,,Carlos M.,,,0.0,2025-06,0,512,1
PD-1003072,2025-10-22,23:19:08,637.454.990-45,(41) 991042273,Claro TV,Controle,LOJA FÍSICA,SP-Interior,REC-100 - FPD,APROVADO,29.9,173.54,12,2.5,380.0,3.46,0,278,0.888,0,,1,3,CTR-12,Pedro R.,Em andamento,2025-11-20,119.53,2025-10,1,1,7
PD-1003073,2025-08-02,23:19:08,659.184.638-65,(61) 998168181,Claro TV,Pós-Pago,APP,PE,,APROVADO,49.9,0.0,13,11.2,16.1,15.82,0,809,0.017,0,,0,0,,,,,0.0,2025-08,0,1013,6
PD-1003074,2025-12-20,23:19:08,986.818.097-88,(81) 995317360,Claro Móvel,Pós-Pago,TELEVENDAS B2C,RS,,BLOQUEADO,99.9,764.2,476,2.3,20595.7,0.52,0,599,0.765,1,Fraude de Alto Uso (SMS),0,0,CTR-28,Ana L.,Em andamento,2026-01-09,171.48,2025-12,1,1457,8
PD-1003075,2025-10-31,23:19:08,491.630.097-92,(61) 991501223,Claro Residencial,CNPJ Avançado,LOJA FÍSICA,MG,,BLOQUEADO,79.9,469.98,473,5.4,8659.3,0.28,0,327,0.954,1,Fraude de Alto Uso (SMS),1,1,CTR-74,Ana L.,Aberta,,143.29,2025-10,0,1798,1
PD-1003076,2025-10-14,23:19:08,778.485.880-06,(21) 996436241,Claro TV,TV Plus,E-COMMERCE,PE,,PENDENTE,149.9,1637.37,10,7.0,42.9,93.09,0,661,0.876,1,Fraude de Alto Uso (Dados),0,0,CTR-61,Juliana S.,,2025-10-17,103.48,2025-10,0,1023,6
PD-1003077,2025-06-14,23:19:08,043.103.856-95,(61) 998156216,Claro Empresas,Pós-Pago,TELEVENDAS B2C,DF,PROMO-500 - Móvel,APROVADO,149.9,1117.16,10,4.6,117.4,9.27,0,840,0.76,1,Fraude de Cancelamento,0,0,CTR-53,Carlos M.,Em andamento,,44.66,2025-06,0,488,1
PD-1003078,2025-06-18,23:19:08,585.485.965-59,(51) 992982571,Claro Residencial,CNPJ Básico,APP,CE,,CANCELADO,299.9,960.94,8,6.2,29.0,19.31,0,565,0.718,1,Clonagem de SIM,0,0,CTR-61,Carlos M.,,2025-06-29,114.38,2025-06,0,588,5
PD-1003079,2025-10-12,23:19:08,016.272.046-53,(81) 995483562,NET,Fibra 200MB,LOJA FÍSICA,PR,,APROVADO,79.9,0.0,10,7.8,28.2,9.8,0,889,0.135,0,,0,0,,Carlos M.,,,0.0,2025-10,0,1077,4
PD-1003080,2026-01-15,23:19:08,919.392.845-67,(62) 997459558,Claro Residencial,TV Plus,LOJA FÍSICA,RJ,,CANCELADO,79.9,0.0,1,12.8,-92.2,10.03,0,624,0.123,0,,0,0,,Ana L.,,,0.0,2026-01,0,42,4
PD-1003081,2026-01-17,23:19:08,122.182.315-55,(21) 996922980,Claro TV,Fibra 200MB,E-COMMERCE,PR,,APROVADO,499.9,3106.81,10,14.9,-32.9,9.23,0,326,0.672,1,Fraude de Subscrição,1,0,CTR-61,Juliana S.,Fechada,,125.76,2026-01,0,276,3
PD-1003082,2025-10-18,23:19:08,418.625.652-70,(51) 997377620,Claro Empresas,Fibra 1GB,APP,PE,,BLOQUEADO,499.9,0.0,16,7.8,105.1,9.22,0,634,0.068,0,,0,0,,Pedro R.,,,0.0,2025-10,0,655,7
PD-1003083,2025-09-26,23:19:08,833.901.981-79,(51) 997164770,NET,Pré-Pago,TELEVENDAS B2C,DF,,APROVADO,299.9,0.0,2,11.8,-83.1,7.0,0,662,0.236,0,,0,0,,Juliana S.,,,0.0,2025-09,0,1121,2
PD-1003084,2025-11-15,23:19:08,243.298.395-42,(62) 997080237,Claro TV,TV Plus,E-COMMERCE,SP-Interior,,BLOQUEADO,49.9,148.48,11,7.4,48.6,6.83,0,265,0.676,1,Fraude de Subscrição,1,4,CTR-42,,Fechada,,17.21,2025-11,1,1644,1
PD-1003085,2025-06-20,23:19:08,186.375.998-05,(71) 992482120,Claro Empresas,TV HD,E-COMMERCE,BA,,APROVADO,499.9,0.0,18,11.0,63.6,17.29,0,689,0.188,0,,0,0,,Ana L.,,,0.0,2025-06,0,1358,3
PD-1003086,2026-03-01,23:19:08,175.902.517-62,(62) 999335987,Claro Móvel,Combo Família,E-COMMERCE,MG,,APROVADO,79.9,0.0,11,3.2,243.8,9.59,0,600,0.255,0,,0,0,,Juliana S.,,,0.0,2026-03,0,185,8
PD-1003087,2025-08-19,23:19:08,307.240.787-54,(21) 999232573,Claro Residencial,Fibra 1GB,APP,SP-Interior,,PENDENTE,29.9,0.0,16,3.9,310.3,15.81,0,681,0.251,0,,0,0,,Carlos M.,,,0.0,2025-08,1,306,4
PD-1003088,2026-01-02,23:19:08,974.192.676-49,(31) 991668347,Claro Residencial,CNPJ Básico,APP,PR,,APROVADO,199.9,0.0,13,8.2,58.5,2.49,0,532,0.292,0,,0,0,,Ana L.,,,0.0,2026-01,0,718,8
PD-1003089,2025-04-06,23:19:08,278.469.973-35,(51) 999567650,Claro Residencial,CNPJ Avançado,TELEVENDAS B2C,RS,REC-200 - Automático,APROVADO,499.9,0.0,9,7.7,16.9,11.59,0,722,0.211,0,,0,0,,Ana L.,,,0.0,2025-04,0,1488,1
PD-1003090,2025-05-27,23:19:08,118.489.554-39,(41) 997629590,Claro Residencial,CNPJ Avançado,RETENÇÃO,BA,CAMP-VIP,CANCELADO,99.9,1171.49,5,1.2,316.7,10.23,0,794,0.722,1,Fraude Corporativa,0,0,CTR-74,Pedro R.,Em andamento,2025-06-14,110.84,2025-05,0,1542,6
PD-1003091,2026-02-22,23:19:08,715.841.560-82,(21) 993810526,NET,CNPJ Básico,LOJA FÍSICA,PE,,PENDENTE,149.9,0.0,1,8.2,-87.8,3.7,0,556,0.137,0,,0,0,,Ana L.,,,0.0,2026-02,1,621,2
PD-1003092,2025-05-08,23:19:08,982.474.140-70,(41) 994748242,NET,Fibra 1GB,TELEVENDAS B2C,DF,,PENDENTE,149.9,0.0,20,8.7,129.9,12.59,0,563,0.04,0,,0,0,,Ana L.,,,0.0,2025-05,0,399,3
PD-1003093,2025-07-17,23:19:08,983.631.462-49,(21) 992471111,Claro TV,Fibra 500MB,LOJA FÍSICA,PE,CAMP-VIP,CANCELADO,199.9,0.0,6,3.5,71.4,12.35,0,554,0.256,0,,0,0,,Pedro R.,,,0.0,2025-07,0,5,3
PD-1003094,2025-09-27,23:19:08,881.435.368-22,(31) 993704207,Claro Empresas,TV HD,TELEVENDAS B2C,DF,,APROVADO,49.9,0.0,1,13.5,-92.6,9.47,0,629,0.151,0,,0,0,,Carlos M.,,,0.0,2025-09,0,1523,2
PD-1003095,2026-02-12,23:19:08,842.711.477-32,(11) 991671067,Claro Móvel,Plano Família,TELEVENDAS B2C,SP-Capital,,BLOQUEADO,149.9,675.29,3,7.9,-62.0,79.82,0,534,0.735,1,Fraude de Alto Uso (Dados),0,0,CTR-30,Juliana S.,Aberta,,84.14,2026-02,0,1807,2
PD-1003096,2025-05-06,23:19:08,755.855.665-93,(62) 999154089,NET,Plano Família,APP,MG,PROMO-500 - Móvel,CANCELADO,99.9,1102.38,12,3.3,263.6,18.47,0,692,0.848,1,Fraude de Identidade,0,0,CTR-28,,,,143.09,2025-05,1,1206,7
